"";"genes";"ensembl";"symbol"
"454";"ENSG00000026036";"ENSG00000026036";"RTEL1-TNFRSF6B"
"455";"ENSG00000026103";"ENSG00000026103";"FAS"
"456";"ENSG00000026297";"ENSG00000026297";"RNASET2"
"457";"ENSG00000026508";"ENSG00000026508";"CD44"
"458";"ENSG00000026559";"ENSG00000026559";"KCNG1"
"459";"ENSG00000026652";"ENSG00000026652";"AGPAT4"
"460";"ENSG00000026751";"ENSG00000026751";"SLAMF7"
"461";"ENSG00000026950";"ENSG00000026950";"BTN3A1"
"462";"ENSG00000027001";"ENSG00000027001";"MIPEP"
"463";"ENSG00000027075";"ENSG00000027075";"PRKCH"
"464";"ENSG00000027644";"ENSG00000027644";"INSRR"
"465";"ENSG00000027697";"ENSG00000027697";"IFNGR1"
"466";"ENSG00000027847";"ENSG00000027847";"B4GALT7"
"467";"ENSG00000027869";"ENSG00000027869";"SH2D2A"
"468";"ENSG00000028116";"ENSG00000028116";"VRK2"
"469";"ENSG00000028137";"ENSG00000028137";"TNFRSF1B"
"470";"ENSG00000028203";"ENSG00000028203";"VEZT"
"471";"ENSG00000028277";"ENSG00000028277";"POU2F2"
"472";"ENSG00000028310";"ENSG00000028310";"BRD9"
"473";"ENSG00000028528";"ENSG00000028528";"SNX1"
"474";"ENSG00000028839";"ENSG00000028839";"TBPL1"
"475";"ENSG00000029153";"ENSG00000029153";"ARNTL2"
"476";"ENSG00000029363";"ENSG00000029363";"BCLAF1"
"477";"ENSG00000029364";"ENSG00000029364";"SLC39A9"
"478";"ENSG00000029534";"ENSG00000029534";"ANK1"
"479";"ENSG00000029559";"ENSG00000029559";"IBSP"
"480";"ENSG00000029639";"ENSG00000029639";"TFB1M"
"481";"ENSG00000029725";"ENSG00000029725";"RABEP1"
"482";"ENSG00000029993";"ENSG00000029993";"HMGB3"
"483";"ENSG00000030066";"ENSG00000030066";"NUP160"
"484";"ENSG00000030110";"ENSG00000030110";"BAK1"
"485";"ENSG00000030304";"ENSG00000030304";"MUSK"
"486";"ENSG00000030419";"ENSG00000030419";"IKZF2"
"487";"ENSG00000030582";"ENSG00000030582";"GRN"
"488";"ENSG00000031003";"ENSG00000031003";"FAM13B"
"489";"ENSG00000031081";"ENSG00000031081";"ARHGAP31"
"490";"ENSG00000031691";"ENSG00000031691";"CENPQ"
"491";"ENSG00000031698";"ENSG00000031698";"SARS1"
"492";"ENSG00000031823";"ENSG00000031823";"RANBP3"
"493";"ENSG00000032219";"ENSG00000032219";"ARID4A"
"494";"ENSG00000032389";"ENSG00000032389";"EIPR1"
"495";"ENSG00000032444";"ENSG00000032444";"PNPLA6"
"496";"ENSG00000032742";"ENSG00000032742";"IFT88"
"497";"ENSG00000033011";"ENSG00000033011";"ALG1"
"498";"ENSG00000033030";"ENSG00000033030";"ZCCHC8"
"499";"ENSG00000033050";"ENSG00000033050";"ABCF2"
"500";"ENSG00000033100";"ENSG00000033100";"CHPF2"
"501";"ENSG00000033122";"ENSG00000033122";"LRRC7"
"502";"ENSG00000033170";"ENSG00000033170";"FUT8"
"503";"ENSG00000033178";"ENSG00000033178";"UBA6"
"504";"ENSG00000033327";"ENSG00000033327";"GAB2"
"505";"ENSG00000033627";"ENSG00000033627";"ATP6V0A1"
"506";"ENSG00000033800";"ENSG00000033800";"PIAS1"
"507";"ENSG00000033867";"ENSG00000033867";"SLC4A7"
"508";"ENSG00000034053";"ENSG00000034053";"APBA2"
"509";"ENSG00000034152";"ENSG00000034152";"MAP2K3"
"510";"ENSG00000034239";"ENSG00000034239";"EFCAB1"
"511";"ENSG00000034510";"ENSG00000034510";"TMSB10"
"512";"ENSG00000034533";"ENSG00000034533";"ASTE1"
"513";"ENSG00000034677";"ENSG00000034677";"RNF19A"
"514";"ENSG00000034693";"ENSG00000034693";"PEX3"
"515";"ENSG00000034713";"ENSG00000034713";"GABARAPL2"
"516";"ENSG00000034971";"ENSG00000034971";"MYOC"
"517";"ENSG00000035115";"ENSG00000035115";"SH3YL1"
"518";"ENSG00000035141";"ENSG00000035141";"FAM136A"
"519";"ENSG00000035403";"ENSG00000035403";"VCL"
"520";"ENSG00000035499";"ENSG00000035499";"DEPDC1B"
"521";"ENSG00000035664";"ENSG00000035664";"DAPK2"
"522";"ENSG00000035681";"ENSG00000035681";"NSMAF"
"523";"ENSG00000035687";"ENSG00000035687";"ADSS2"
"524";"ENSG00000035720";"ENSG00000035720";"STAP1"
"525";"ENSG00000035862";"ENSG00000035862";"TIMP2"
"526";"ENSG00000035928";"ENSG00000035928";"RFC1"
"527";"ENSG00000036054";"ENSG00000036054";"TBC1D23"
"528";"ENSG00000036257";"ENSG00000036257";"CUL3"
"529";"ENSG00000036448";"ENSG00000036448";"MYOM2"
"530";"ENSG00000036473";"ENSG00000036473";"OTC"
"531";"ENSG00000036530";"ENSG00000036530";"CYP46A1"
"532";"ENSG00000036549";"ENSG00000036549";"ZZZ3"
"533";"ENSG00000036565";"ENSG00000036565";"SLC18A1"
"534";"ENSG00000036672";"ENSG00000036672";"USP2"
"535";"ENSG00000036828";"ENSG00000036828";"CASR"
"536";"ENSG00000037042";"ENSG00000037042";"TUBG2"
"537";"ENSG00000037241";"ENSG00000037241";"RPL26L1"
"538";"ENSG00000037280";"ENSG00000037280";"FLT4"
"539";"ENSG00000037474";"ENSG00000037474";"NSUN2"
"540";"ENSG00000037637";"ENSG00000037637";"FBXO42"
"541";"ENSG00000037749";"ENSG00000037749";"MFAP3"
"542";"ENSG00000037757";"ENSG00000037757";"MRI1"
"543";"ENSG00000037897";"ENSG00000037897";"METTL1"
"544";"ENSG00000037965";"ENSG00000037965";"HOXC8"
"545";"ENSG00000038002";"ENSG00000038002";"AGA"
"546";"ENSG00000038210";"ENSG00000038210";"PI4K2B"
"547";"ENSG00000038219";"ENSG00000038219";"BOD1L1"
"548";"ENSG00000038274";"ENSG00000038274";"MAT2B"
"549";"ENSG00000038295";"ENSG00000038295";"TLL1"
"550";"ENSG00000038358";"ENSG00000038358";"EDC4"
"551";"ENSG00000038382";"ENSG00000038382";"TRIO"
"552";"ENSG00000038427";"ENSG00000038427";"VCAN"
"553";"ENSG00000038532";"ENSG00000038532";"CLEC16A"
"554";"ENSG00000038945";"ENSG00000038945";"MSR1"
"555";"ENSG00000039068";"ENSG00000039068";"CDH1"
"556";"ENSG00000039123";"ENSG00000039123";"MTREX"
"557";"ENSG00000039139";"ENSG00000039139";"DNAH5"
"558";"ENSG00000039319";"ENSG00000039319";"ZFYVE16"
"559";"ENSG00000039523";"ENSG00000039523";"RIPOR1"
"560";"ENSG00000039537";"ENSG00000039537";"C6"
"561";"ENSG00000039560";"ENSG00000039560";"RAI14"
"562";"ENSG00000039600";"ENSG00000039600";"SOX30"
"563";"ENSG00000039650";"ENSG00000039650";"PNKP"
"564";"ENSG00000039987";"ENSG00000039987";"BEST2"
"565";"ENSG00000040199";"ENSG00000040199";"PHLPP2"
"566";"ENSG00000040275";"ENSG00000040275";"SPDL1"
"567";"ENSG00000040341";"ENSG00000040341";"STAU2"
"568";"ENSG00000040487";"ENSG00000040487";"SLC66A1"
"569";"ENSG00000040531";"ENSG00000040531";"CTNS"
"570";"ENSG00000040608";"ENSG00000040608";"RTN4R"
"571";"ENSG00000040633";"ENSG00000040633";"PHF23"
"572";"ENSG00000040731";"ENSG00000040731";"CDH10"
"573";"ENSG00000040933";"ENSG00000040933";"INPP4A"
"574";"ENSG00000041353";"ENSG00000041353";"RAB27B"
"575";"ENSG00000041357";"ENSG00000041357";"PSMA4"
"576";"ENSG00000041515";"ENSG00000041515";"MYO16"
"577";"ENSG00000041802";"ENSG00000041802";"LSG1"
"578";"ENSG00000041880";"ENSG00000041880";"PARP3"
"579";"ENSG00000041982";"ENSG00000041982";"TNC"
"580";"ENSG00000041988";"ENSG00000041988";"THAP3"
"581";"ENSG00000042062";"ENSG00000042062";"RIPOR3"
"582";"ENSG00000042088";"ENSG00000042088";"TDP1"
"583";"ENSG00000042286";"ENSG00000042286";"AIFM2"
"584";"ENSG00000042304";"ENSG00000042304";"C2orf83"
"585";"ENSG00000042317";"ENSG00000042317";"SPATA7"
"586";"ENSG00000042429";"ENSG00000042429";"MED17"
"587";"ENSG00000042445";"ENSG00000042445";"RETSAT"
"588";"ENSG00000042493";"ENSG00000042493";"CAPG"
"589";"ENSG00000042753";"ENSG00000042753";"AP2S1"
"590";"ENSG00000042781";"ENSG00000042781";"USH2A"
"591";"ENSG00000042813";"ENSG00000042813";"ZPBP"
"592";"ENSG00000042832";"ENSG00000042832";"TG"
"593";"ENSG00000042980";"ENSG00000042980";"ADAM28"
"594";"ENSG00000043039";"ENSG00000043039";"BARX2"
"595";"ENSG00000043093";"ENSG00000043093";"DCUN1D1"
"596";"ENSG00000043143";"ENSG00000043143";"JADE2"
"597";"ENSG00000043355";"ENSG00000043355";"ZIC2"
"598";"ENSG00000043462";"ENSG00000043462";"LCP2"
"599";"ENSG00000043514";"ENSG00000043514";"TRIT1"
"600";"ENSG00000043591";"ENSG00000043591";"ADRB1"
"601";"ENSG00000044012";"ENSG00000044012";"GUCA2B"
"602";"ENSG00000044090";"ENSG00000044090";"CUL7"
"603";"ENSG00000044115";"ENSG00000044115";"CTNNA1"
"604";"ENSG00000044446";"ENSG00000044446";"PHKA2"
"605";"ENSG00000044459";"ENSG00000044459";"CNTLN"
"606";"ENSG00000044524";"ENSG00000044524";"EPHA3"
"607";"ENSG00000044574";"ENSG00000044574";"HSPA5"
"608";"ENSG00000046604";"ENSG00000046604";"DSG2"
"609";"ENSG00000046647";"ENSG00000046647";"GEMIN8"
"610";"ENSG00000046651";"ENSG00000046651";"OFD1"
"611";"ENSG00000046653";"ENSG00000046653";"GPM6B"
"612";"ENSG00000046774";"ENSG00000046774";"MAGEC2"
"613";"ENSG00000046889";"ENSG00000046889";"PREX2"
"614";"ENSG00000047056";"ENSG00000047056";"WDR37"
"615";"ENSG00000047188";"ENSG00000047188";"YTHDC2"
"616";"ENSG00000047230";"ENSG00000047230";"CTPS2"
"617";"ENSG00000047249";"ENSG00000047249";"ATP6V1H"
"618";"ENSG00000047315";"ENSG00000047315";"POLR2B"
"619";"ENSG00000047346";"ENSG00000047346";"FAM214A"
"620";"ENSG00000047365";"ENSG00000047365";"ARAP2"
"621";"ENSG00000047410";"ENSG00000047410";"TPR"
"622";"ENSG00000047457";"ENSG00000047457";"CP"
"623";"ENSG00000047578";"ENSG00000047578";"KATNIP"
"624";"ENSG00000047579";"ENSG00000047579";"DTNBP1"
"625";"ENSG00000047597";"ENSG00000047597";"XK"
"626";"ENSG00000047617";"ENSG00000047617";"ANO2"
"627";"ENSG00000047621";"ENSG00000047621";"C12orf4"
"628";"ENSG00000047634";"ENSG00000047634";"SCML1"
"629";"ENSG00000047644";"ENSG00000047644";"WWC3"
"630";"ENSG00000047648";"ENSG00000047648";"ARHGAP6"
"631";"ENSG00000047662";"ENSG00000047662";"FAM184B"
"632";"ENSG00000047849";"ENSG00000047849";"MAP4"
"633";"ENSG00000047932";"ENSG00000047932";"GOPC"
"634";"ENSG00000047936";"ENSG00000047936";"ROS1"
"635";"ENSG00000048028";"ENSG00000048028";"USP28"
"636";"ENSG00000048052";"ENSG00000048052";"HDAC9"
"637";"ENSG00000048140";"ENSG00000048140";"TSPAN17"
"638";"ENSG00000048162";"ENSG00000048162";"NOP16"
"639";"ENSG00000048342";"ENSG00000048342";"CC2D2A"
"640";"ENSG00000048392";"ENSG00000048392";"RRM2B"
"641";"ENSG00000048405";"ENSG00000048405";"ZNF800"
"642";"ENSG00000048462";"ENSG00000048462";"TNFRSF17"
"643";"ENSG00000048471";"ENSG00000048471";"SNX29"
"644";"ENSG00000048540";"ENSG00000048540";"LMO3"
"645";"ENSG00000048544";"ENSG00000048544";"MRPS10"
"646";"ENSG00000048545";"ENSG00000048545";"GUCA1A"
"647";"ENSG00000048649";"ENSG00000048649";"RSF1"
"648";"ENSG00000048707";"ENSG00000048707";"VPS13D"
"649";"ENSG00000048740";"ENSG00000048740";"CELF2"
"650";"ENSG00000048828";"ENSG00000048828";"FAM120A"
"651";"ENSG00000048991";"ENSG00000048991";"R3HDM1"
"652";"ENSG00000049089";"ENSG00000049089";"COL9A2"
"653";"ENSG00000049130";"ENSG00000049130";"KITLG"
"654";"ENSG00000049167";"ENSG00000049167";"ERCC8"
"655";"ENSG00000049192";"ENSG00000049192";"ADAMTS6"
"656";"ENSG00000049239";"ENSG00000049239";"H6PD"
"657";"ENSG00000049245";"ENSG00000049245";"VAMP3"
"658";"ENSG00000049246";"ENSG00000049246";"PER3"
"659";"ENSG00000049247";"ENSG00000049247";"UTS2"
"660";"ENSG00000049249";"ENSG00000049249";"TNFRSF9"
"661";"ENSG00000049283";"ENSG00000049283";"EPN3"
"662";"ENSG00000049323";"ENSG00000049323";"LTBP1"
"663";"ENSG00000049449";"ENSG00000049449";"RCN1"
"664";"ENSG00000049540";"ENSG00000049540";"ELN"
"665";"ENSG00000049541";"ENSG00000049541";"RFC2"
"666";"ENSG00000049618";"ENSG00000049618";"ARID1B"
"667";"ENSG00000049656";"ENSG00000049656";"CLPTM1L"
"668";"ENSG00000049759";"ENSG00000049759";"NEDD4L"
"669";"ENSG00000049768";"ENSG00000049768";"FOXP3"
"670";"ENSG00000049769";"ENSG00000049769";"PPP1R3F"
"671";"ENSG00000049860";"ENSG00000049860";"HEXB"
"672";"ENSG00000049883";"ENSG00000049883";"PTCD2"
"673";"ENSG00000050030";"ENSG00000050030";"NEXMIF"
"674";"ENSG00000050130";"ENSG00000050130";"JKAMP"
"675";"ENSG00000050165";"ENSG00000050165";"DKK3"
"676";"ENSG00000050327";"ENSG00000050327";"ARHGEF5"
"677";"ENSG00000050344";"ENSG00000050344";"NFE2L3"
"678";"ENSG00000050393";"ENSG00000050393";"MCUR1"
"679";"ENSG00000050405";"ENSG00000050405";"LIMA1"
"680";"ENSG00000050426";"ENSG00000050426";"LETMD1"
"681";"ENSG00000050438";"ENSG00000050438";"SLC4A8"
"682";"ENSG00000050555";"ENSG00000050555";"LAMC3"
"683";"ENSG00000050628";"ENSG00000050628";"PTGER3"
"684";"ENSG00000050730";"ENSG00000050730";"TNIP3"
"685";"ENSG00000050748";"ENSG00000050748";"MAPK9"
"686";"ENSG00000050767";"ENSG00000050767";"COL23A1"
"687";"ENSG00000050820";"ENSG00000050820";"BCAR1"
"688";"ENSG00000051009";"ENSG00000051009";"FHIP1B"
"689";"ENSG00000051108";"ENSG00000051108";"HERPUD1"
"690";"ENSG00000051128";"ENSG00000051128";"HOMER3"
"691";"ENSG00000051180";"ENSG00000051180";"RAD51"
"692";"ENSG00000051341";"ENSG00000051341";"POLQ"
"693";"ENSG00000051382";"ENSG00000051382";"PIK3CB"
"694";"ENSG00000051523";"ENSG00000051523";"CYBA"
"695";"ENSG00000051596";"ENSG00000051596";"THOC3"
"696";"ENSG00000051620";"ENSG00000051620";"HEBP2"
"697";"ENSG00000051825";"ENSG00000051825";"MPHOSPH9"
"698";"ENSG00000052126";"ENSG00000052126";"PLEKHA5"
"699";"ENSG00000052344";"ENSG00000052344";"PRSS8"
"700";"ENSG00000052723";"ENSG00000052723";"SIKE1"
"701";"ENSG00000052749";"ENSG00000052749";"RRP12"
"702";"ENSG00000052795";"ENSG00000052795";"FNIP2"
"703";"ENSG00000052802";"ENSG00000052802";"MSMO1"
"704";"ENSG00000052841";"ENSG00000052841";"TTC17"
"705";"ENSG00000052850";"ENSG00000052850";"ALX4"
"706";"ENSG00000053108";"ENSG00000053108";"FSTL4"
"707";"ENSG00000053254";"ENSG00000053254";"FOXN3"
"708";"ENSG00000053328";"ENSG00000053328";"METTL24"
"709";"ENSG00000053371";"ENSG00000053371";"AKR7A2"
"710";"ENSG00000053372";"ENSG00000053372";"MRTO4"
"711";"ENSG00000053438";"ENSG00000053438";"NNAT"
"712";"ENSG00000053501";"ENSG00000053501";"USE1"
"713";"ENSG00000053524";"ENSG00000053524";"MCF2L2"
"714";"ENSG00000053702";"ENSG00000053702";"NRIP2"
"715";"ENSG00000053747";"ENSG00000053747";"LAMA3"
"716";"ENSG00000053770";"ENSG00000053770";"AP5M1"
"717";"ENSG00000053900";"ENSG00000053900";"ANAPC4"
"718";"ENSG00000053918";"ENSG00000053918";"KCNQ1"
"719";"ENSG00000054116";"ENSG00000054116";"TRAPPC3"
"720";"ENSG00000054118";"ENSG00000054118";"THRAP3"
"721";"ENSG00000054148";"ENSG00000054148";"PHPT1"
"722";"ENSG00000054179";"ENSG00000054179";"ENTPD2"
"723";"ENSG00000054219";"ENSG00000054219";"LY75"
"724";"ENSG00000054267";"ENSG00000054267";"ARID4B"
"725";"ENSG00000054277";"ENSG00000054277";"OPN3"
"726";"ENSG00000054282";"ENSG00000054282";"SDCCAG8"
"727";"ENSG00000054356";"ENSG00000054356";"PTPRN"
"728";"ENSG00000054392";"ENSG00000054392";"HHAT"
"729";"ENSG00000054523";"ENSG00000054523";"KIF1B"
"730";"ENSG00000054598";"ENSG00000054598";"FOXC1"
"731";"ENSG00000054611";"ENSG00000054611";"TBC1D22A"
"732";"ENSG00000054654";"ENSG00000054654";"SYNE2"
"733";"ENSG00000054690";"ENSG00000054690";"PLEKHH1"
"734";"ENSG00000054793";"ENSG00000054793";"ATP9A"
"735";"ENSG00000054796";"ENSG00000054796";"SPO11"
"736";"ENSG00000054803";"ENSG00000054803";"CBLN4"
"737";"ENSG00000054938";"ENSG00000054938";"CHRDL2"
"738";"ENSG00000054965";"ENSG00000054965";"FAM168A"
"739";"ENSG00000054967";"ENSG00000054967";"RELT"
"740";"ENSG00000054983";"ENSG00000054983";"GALC"
"741";"ENSG00000055044";"ENSG00000055044";"NOP58"
"742";"ENSG00000055070";"ENSG00000055070";"SZRD1"
"743";"ENSG00000055118";"ENSG00000055118";"KCNH2"
"744";"ENSG00000055130";"ENSG00000055130";"CUL1"
"745";"ENSG00000055147";"ENSG00000055147";"FAM114A2"
"746";"ENSG00000055163";"ENSG00000055163";"CYFIP2"
"747";"ENSG00000055208";"ENSG00000055208";"TAB2"
"748";"ENSG00000055211";"ENSG00000055211";"GINM1"
"749";"ENSG00000055332";"ENSG00000055332";"EIF2AK2"
"750";"ENSG00000055483";"ENSG00000055483";"USP36"
"751";"ENSG00000055609";"ENSG00000055609";"KMT2C"
"752";"ENSG00000055732";"ENSG00000055732";"MCOLN3"
"753";"ENSG00000055813";"ENSG00000055813";"CCDC85A"
"754";"ENSG00000055917";"ENSG00000055917";"PUM2"
"755";"ENSG00000055950";"ENSG00000055950";"MRPL43"
"756";"ENSG00000055955";"ENSG00000055955";"ITIH4"
"757";"ENSG00000055957";"ENSG00000055957";"ITIH1"
"758";"ENSG00000056050";"ENSG00000056050";"HPF1"
"759";"ENSG00000056097";"ENSG00000056097";"ZFR"
"760";"ENSG00000056277";"ENSG00000056277";"ZNF280C"
"761";"ENSG00000056291";"ENSG00000056291";"NPFFR2"
"762";"ENSG00000056487";"ENSG00000056487";"PHF21B"
"763";"ENSG00000056558";"ENSG00000056558";"TRAF1"
"764";"ENSG00000056586";"ENSG00000056586";"RC3H2"
"765";"ENSG00000056736";"ENSG00000056736";"IL17RB"
"766";"ENSG00000056972";"ENSG00000056972";"TRAF3IP2"
"767";"ENSG00000056998";"ENSG00000056998";"GYG2"
"768";"ENSG00000057019";"ENSG00000057019";"DCBLD2"
"769";"ENSG00000057149";"ENSG00000057149";"SERPINB3"
"770";"ENSG00000057252";"ENSG00000057252";"SOAT1"
"771";"ENSG00000057294";"ENSG00000057294";"PKP2"
"772";"ENSG00000057468";"ENSG00000057468";"MSH4"
"773";"ENSG00000057593";"ENSG00000057593";"F7"
"774";"ENSG00000057608";"ENSG00000057608";"GDI2"
"775";"ENSG00000057657";"ENSG00000057657";"PRDM1"
"776";"ENSG00000057663";"ENSG00000057663";"ATG5"
"777";"ENSG00000057704";"ENSG00000057704";"TMCC3"
"778";"ENSG00000057757";"ENSG00000057757";"PITHD1"
"779";"ENSG00000057935";"ENSG00000057935";"MTA3"
"780";"ENSG00000058056";"ENSG00000058056";"USP13"
"781";"ENSG00000058063";"ENSG00000058063";"ATP11B"
"782";"ENSG00000058085";"ENSG00000058085";"LAMC2"
"783";"ENSG00000058091";"ENSG00000058091";"CDK14"
"784";"ENSG00000058262";"ENSG00000058262";"SEC61A1"
"785";"ENSG00000058272";"ENSG00000058272";"PPP1R12A"
"786";"ENSG00000058335";"ENSG00000058335";"RASGRF1"
"787";"ENSG00000058404";"ENSG00000058404";"CAMK2B"
"788";"ENSG00000058453";"ENSG00000058453";"CROCC"
"789";"ENSG00000058600";"ENSG00000058600";"POLR3E"
"790";"ENSG00000058668";"ENSG00000058668";"ATP2B4"
"791";"ENSG00000058673";"ENSG00000058673";"ZC3H11A"
"792";"ENSG00000058729";"ENSG00000058729";"RIOK2"
"793";"ENSG00000058799";"ENSG00000058799";"YIPF1"
"794";"ENSG00000058804";"ENSG00000058804";"NDC1"
"795";"ENSG00000058866";"ENSG00000058866";"DGKG"
"796";"ENSG00000059122";"ENSG00000059122";"FLYWCH1"
"797";"ENSG00000059145";"ENSG00000059145";"UNKL"
"798";"ENSG00000059377";"ENSG00000059377";"TBXAS1"
"799";"ENSG00000059378";"ENSG00000059378";"PARP12"
"800";"ENSG00000059573";"ENSG00000059573";"ALDH18A1"
"801";"ENSG00000059588";"ENSG00000059588";"TARBP1"
"802";"ENSG00000059691";"ENSG00000059691";"GATB"
"803";"ENSG00000059728";"ENSG00000059728";"MXD1"
"804";"ENSG00000059758";"ENSG00000059758";"CDK17"
"805";"ENSG00000059769";"ENSG00000059769";"DNAJC25"
"806";"ENSG00000059804";"ENSG00000059804";"SLC2A3"
"807";"ENSG00000059915";"ENSG00000059915";"PSD"
"808";"ENSG00000060069";"ENSG00000060069";"CTDP1"
"809";"ENSG00000060138";"ENSG00000060138";"YBX3"
"810";"ENSG00000060140";"ENSG00000060140";"STYK1"
"811";"ENSG00000060237";"ENSG00000060237";"WNK1"
"812";"ENSG00000060303";"ENSG00000060303";"RPS17P5"
"813";"ENSG00000060339";"ENSG00000060339";"CCAR1"
"814";"ENSG00000060491";"ENSG00000060491";"OGFR"
"815";"ENSG00000060558";"ENSG00000060558";"GNA15"
"816";"ENSG00000060566";"ENSG00000060566";"CREB3L3"
"817";"ENSG00000060642";"ENSG00000060642";"PIGV"
"818";"ENSG00000060656";"ENSG00000060656";"PTPRU"
"819";"ENSG00000060688";"ENSG00000060688";"SNRNP40"
"820";"ENSG00000060709";"ENSG00000060709";"RIMBP2"
"821";"ENSG00000060718";"ENSG00000060718";"COL11A1"
"822";"ENSG00000060749";"ENSG00000060749";"QSER1"
"823";"ENSG00000060762";"ENSG00000060762";"MPC1"
"824";"ENSG00000060971";"ENSG00000060971";"ACAA1"
"825";"ENSG00000060982";"ENSG00000060982";"BCAT1"
"826";"ENSG00000061273";"ENSG00000061273";"HDAC7"
"827";"ENSG00000061337";"ENSG00000061337";"LZTS1"
"828";"ENSG00000061455";"ENSG00000061455";"PRDM6"
"829";"ENSG00000061492";"ENSG00000061492";"WNT8A"
"830";"ENSG00000061656";"ENSG00000061656";"SPAG4"
"831";"ENSG00000061676";"ENSG00000061676";"NCKAP1"
"832";"ENSG00000061794";"ENSG00000061794";"MRPS35"
"833";"ENSG00000061918";"ENSG00000061918";"GUCY1B1"
"834";"ENSG00000061936";"ENSG00000061936";"SFSWAP"
"835";"ENSG00000061938";"ENSG00000061938";"TNK2"
"836";"ENSG00000061987";"ENSG00000061987";"MON2"
"837";"ENSG00000062038";"ENSG00000062038";"CDH3"
"838";"ENSG00000062096";"ENSG00000062096";"ARSF"
"839";"ENSG00000062194";"ENSG00000062194";"GPBP1"
"840";"ENSG00000062282";"ENSG00000062282";"DGAT2"
"841";"ENSG00000062370";"ENSG00000062370";"ZNF112"
"842";"ENSG00000062485";"ENSG00000062485";"CS"
"843";"ENSG00000062524";"ENSG00000062524";"LTK"
"844";"ENSG00000062582";"ENSG00000062582";"MRPS24"
"845";"ENSG00000062598";"ENSG00000062598";"ELMO2"
"846";"ENSG00000062650";"ENSG00000062650";"WAPL"
"847";"ENSG00000062716";"ENSG00000062716";"VMP1"
"848";"ENSG00000062725";"ENSG00000062725";"APPBP2"
"849";"ENSG00000062822";"ENSG00000062822";"POLD1"
"850";"ENSG00000063015";"ENSG00000063015";"SEZ6"
"851";"ENSG00000063046";"ENSG00000063046";"EIF4B"
"852";"ENSG00000063127";"ENSG00000063127";"SLC6A16"
"853";"ENSG00000063169";"ENSG00000063169";"BICRA"
"854";"ENSG00000063176";"ENSG00000063176";"SPHK2"
"855";"ENSG00000063177";"ENSG00000063177";"RPL18"
"856";"ENSG00000063180";"ENSG00000063180";"CA11"
"857";"ENSG00000063241";"ENSG00000063241";"ISOC2"
"858";"ENSG00000063244";"ENSG00000063244";"U2AF2"
"859";"ENSG00000063245";"ENSG00000063245";"EPN1"
"860";"ENSG00000063322";"ENSG00000063322";"MED29"
"861";"ENSG00000063438";"ENSG00000063438";"AHRR"
"862";"ENSG00000063515";"ENSG00000063515";"GSC2"
"863";"ENSG00000063587";"ENSG00000063587";"ZNF275"
"864";"ENSG00000063601";"ENSG00000063601";"MTMR1"
"865";"ENSG00000063660";"ENSG00000063660";"GPC1"
"866";"ENSG00000063761";"ENSG00000063761";"ADCK1"
"867";"ENSG00000063854";"ENSG00000063854";"HAGH"
"868";"ENSG00000063978";"ENSG00000063978";"RNF4"
"869";"ENSG00000064012";"ENSG00000064012";"CASP8"
"870";"ENSG00000064042";"ENSG00000064042";"LIMCH1"
"871";"ENSG00000064102";"ENSG00000064102";"INTS13"
"872";"ENSG00000064115";"ENSG00000064115";"TM7SF3"
"873";"ENSG00000064195";"ENSG00000064195";"DLX3"
"874";"ENSG00000064199";"ENSG00000064199";"SPA17"
"875";"ENSG00000064201";"ENSG00000064201";"TSPAN32"
"876";"ENSG00000064205";"ENSG00000064205";"CCN5"
"877";"ENSG00000064218";"ENSG00000064218";"DMRT3"
"878";"ENSG00000064225";"ENSG00000064225";"ST3GAL6"
"879";"ENSG00000064270";"ENSG00000064270";"ATP2C2"
"880";"ENSG00000064300";"ENSG00000064300";"NGFR"
